,nomes,idade,cidade,estado,cpf,cnpj,cpf_valido,cnpj_valido
4704,Beth Wagner,75,BRASÍLIA,DF,69829994597,57749321928960,True,True
4705,Kimberly Rivera,89,AFONSO CLÁUDIO,ES,24667684887,13257299919380,True,True
4706,Kayla David,59,ABADIA DE GOIÁS,GO,72460941994,26881526295243,True,True
4707,Jamie Jones,67,AÇAILÂNDIA,MA,30282216910,36092421677897,True,True
4708,Wanda Bishop,44,ABADIA DOS DOURADOS,MG,16136434547,81006844722953,True,True
4709,Kathryn Ortiz,70,ÁGUA CLARA,MS,40943501792,27126332586194,True,True
4710,Heather Moore,19,ACORIZAL,MT,06965026740,80416352238818,True,True
4711,Lynn Todd,23,ABAETETUBA,PA,77848729508,27997526689304,True,True
4712,Janet Green,33,ÁGUA BRANCA,PB,22054102377,28099855770084,True,True
4713,Linda Bright,86,ABREU E LIMA,PE,25210831191,57126765914728,True,True
4714,Cheyenne Roberts,37,ACAUÃ,PI,42496217749,17213799620073,True,True
4715,Janet Walter,27,ABATIÁ,PR,99409053439,98327497281142,True,True
4716,Kristin Campbell,20,ANGRA DOS REIS,RJ,07692467293,35659862812231,True,True
4717,Heather Davenport,80,ACARI,RN,13185761804,04832851389504,True,True
4718,Victoria Olson,41,ALTA FLORESTA D'OESTE,RO,48501486116,53987912978505,True,True
4719,Jenna Hogan,76,AMAJARI,RR,45882525853,39936028025165,True,True
4720,Alison Griffin,36,ACEGUÁ,RS,90529254964,94572388601738,True,True
4721,Cindy Alvarado,86,ABDON BATISTA,SC,35867727424,48908809956785,True,True
4722,Lisa Carlson,79,AMPARO DE SÃO FRANCISCO,SE,16067422565,01187148390266,True,True
4723,Leslie Miller,65,ADAMANTINA,SP,33623018350,24346926811922,True,True
4724,Morgan Hancock,88,ABREULÂNDIA,TO,97681115005,15413432586546,True,True
4725,Kelly Mills,39,ACRELÂNDIA,AC,62357396059,45043188940803,True,True
4726,Leslie Austin,47,ÁGUA BRANCA,AL,67286141767,68599637441470,True,True
4727,Katie Shepard,43,ALVARÃES,AM,32680174445,17880027541381,True,True
4728,Katherine Harmon,58,SERRA DO NAVIO,AP,90689498535,40842056073849,True,True
4729,Chelsea Williams,86,ABAÍRA,BA,74481549238,88712828316501,True,True
4730,Cynthia Gibbs,23,ABAIARA,CE,41047075113,76137851928064,True,True
4731,Erin Smith,69,BRASÍLIA,DF,64043278640,50804021672748,True,True
4732,Lori Reynolds,61,AFONSO CLÁUDIO,ES,19076499802,53762777717887,True,True
4733,Meredith Romero,70,ABADIA DE GOIÁS,GO,24101321973,39808626525399,True,True
4734,Ashley Martin,80,AÇAILÂNDIA,MA,91048775518,00966997484071,True,True
4735,Courtney Owens,83,ABADIA DOS DOURADOS,MG,69193745958,17916312603270,True,True
4736,Robin Mathews,73,ÁGUA CLARA,MS,47208589100,66324192849570,True,True
4737,Desiree Phillips,30,ACORIZAL,MT,01972221370,24796975953834,True,True
4738,Haley Powell,87,ABAETETUBA,PA,34350051732,34549017800820,True,True
4739,Christine Cruz,53,ÁGUA BRANCA,PB,70581557476,47279363208406,True,True
4740,Sara Lawson,61,ABREU E LIMA,PE,71596400633,08209612718476,True,True
4741,Erica Fry,53,ACAUÃ,PI,95747630300,77418822051379,True,True
4742,Brenda Stone,77,ABATIÁ,PR,29209155688,73123246940925,True,True
4743,Jessica Barton,84,ANGRA DOS REIS,RJ,79387260445,60466639985829,True,True
4744,Christy White,62,ACARI,RN,12476333654,53015856779935,True,True
4745,Melinda Mayo,51,ALTA FLORESTA D'OESTE,RO,71746726202,74401551950452,True,True
4746,Amanda Ramirez,90,AMAJARI,RR,90152897194,83534692373100,True,True
4747,Sarah Rojas,27,ACEGUÁ,RS,94621795651,81573170503150,True,True
4748,Brenda Baldwin,64,ABDON BATISTA,SC,63252642158,37114695342370,True,True
4749,Kristen Fowler,44,AMPARO DE SÃO FRANCISCO,SE,45499139598,07430751557787,True,True
4750,Michelle Whitaker,88,ADAMANTINA,SP,36018093111,12833938334975,True,True
4751,Lori Frost,66,ABREULÂNDIA,TO,37263474700,78837115767520,True,True
4752,Lisa Vaughn,34,ACRELÂNDIA,AC,40291681913,36106758772396,True,True
4753,Dominique Watkins,21,ÁGUA BRANCA,AL,81763365808,51847509108496,True,True
4754,Samantha Flores,25,ALVARÃES,AM,46468360765,49227436346593,True,True
4755,Diane Johnson,30,SERRA DO NAVIO,AP,34756283098,05885682805855,True,True
4756,April Sullivan,55,ABAÍRA,BA,52146626453,61671330873105,True,True
4757,Ashley Duran,71,ABAIARA,CE,60724788328,09866216493466,True,True
4758,Destiny Sharp,27,BRASÍLIA,DF,84827365741,09040571874019,True,True
4759,Sandra Howard,81,AFONSO CLÁUDIO,ES,41796680842,48761161817724,True,True
4760,Jennifer Duffy,18,ABADIA DE GOIÁS,GO,35514765865,09276151349110,True,True
4761,Mary Dixon,32,AÇAILÂNDIA,MA,34531574192,00810108255059,True,True
4762,Caroline Wilson,85,ABADIA DOS DOURADOS,MG,37404028906,03240161783404,True,True
4763,Lisa Weeks,47,ÁGUA CLARA,MS,87208739641,12066229055000,True,True
4764,Taylor White,43,ACORIZAL,MT,27826663202,57807166523150,True,True
4765,Stephanie Russo,43,ABAETETUBA,PA,03703140500,62444351297990,True,True
4766,Sarah Duncan,53,ÁGUA BRANCA,PB,63036597999,59268596859671,True,True
4767,Brittany Bailey,19,ABREU E LIMA,PE,37330627364,72615002832258,True,True
4768,Courtney Barnett,53,ACAUÃ,PI,01699971382,91631297755107,True,True
4769,Teresa Keller,73,ABATIÁ,PR,22356488197,43793266914780,True,True
4770,Julia Gonzalez,25,ANGRA DOS REIS,RJ,86565634599,96034574287939,True,True
4771,Olivia Reyes,89,ACARI,RN,92758663503,89628407303581,True,True
4772,Kristen Smith,73,ALTA FLORESTA D'OESTE,RO,27976190210,29416380021633,True,True
4773,Christina Williams,36,AMAJARI,RR,53614944700,89096756639247,True,True
4774,Maria Thornton,50,ACEGUÁ,RS,48721832820,88212232456808,True,True
4775,Kimberly Harris,73,ABDON BATISTA,SC,68102917849,24652374557405,True,True
4776,Briana King,39,AMPARO DE SÃO FRANCISCO,SE,21216588589,95578892711996,True,True
4777,Julie Quinn,67,ADAMANTINA,SP,48235866382,37849335365014,True,True
4778,Kathleen Williams,82,ABREULÂNDIA,TO,22057218449,54487040141204,True,True
4779,Candice Gray,22,ACRELÂNDIA,AC,75761382113,43552577968687,True,True
4780,Emily Davis,19,ÁGUA BRANCA,AL,40667104500,84480422362940,True,True
4781,Annette Thompson,87,ALVARÃES,AM,75017095306,28356571965110,True,True
4782,Melanie Mack,62,SERRA DO NAVIO,AP,21926565800,07875002751063,True,True
4783,Kim Anderson,31,ABAÍRA,BA,90596588500,44848285356459,True,True
4784,Crystal Donaldson,65,ABAIARA,CE,31326645293,26622972350196,True,True
4785,Samantha Tran,20,BRASÍLIA,DF,26621533349,72914505640589,True,True
4786,Cindy Maynard,67,AFONSO CLÁUDIO,ES,09613073663,29984970268048,True,True
4787,Andrea Lang,40,ABADIA DE GOIÁS,GO,18277049935,02931255601792,True,True
4788,Julie Hernandez,65,AÇAILÂNDIA,MA,50183896211,87756350274619,True,True
4789,Michelle Tanner,84,ABADIA DOS DOURADOS,MG,15446530772,54506764733171,True,True
4790,Danielle Kline,56,ÁGUA CLARA,MS,59599644301,23059375035937,True,True
4791,Paige Nelson,60,ACORIZAL,MT,17096165479,69422347642740,True,True
4792,Jo Mann,19,ABAETETUBA,PA,58445488090,22724811463437,True,True
4793,Tracy Daniels,87,ÁGUA BRANCA,PB,59067318817,16541353220252,True,True
4794,Jade Schmitt,58,ABREU E LIMA,PE,69498255288,90450137243467,True,True
4795,Sandra Hill,76,ACAUÃ,PI,46711574893,96018407589828,True,True
4796,Linda Schwartz,58,ABATIÁ,PR,99150108778,37855680262253,True,True
4797,Stephanie Ellis,44,ANGRA DOS REIS,RJ,49689174657,56762933367201,True,True
4798,Jennifer Kemp,30,ACARI,RN,80206369352,96884173751402,True,True
4799,Alicia Peterson,21,ALTA FLORESTA D'OESTE,RO,64816273620,78812418560145,True,True
4800,Caitlin White,77,AMAJARI,RR,92979381837,19766230959904,True,True
4801,Dominique Castro,20,ACEGUÁ,RS,01069939765,54052317241050,True,True
4802,Shelby York,54,ABDON BATISTA,SC,16080288362,97630941374229,True,True
4803,Kristen Shepherd,39,AMPARO DE SÃO FRANCISCO,SE,46302523710,03423470885751,True,True
4804,Jessica Anderson,38,ADAMANTINA,SP,82724369572,92093373989476,True,True
4805,Linda Phelps,52,ABREULÂNDIA,TO,46748868483,30947874321422,True,True
4806,Renee Roberts,90,ACRELÂNDIA,AC,16835540869,33003703283833,True,True
4807,Tammy Gonzalez,74,ÁGUA BRANCA,AL,41590050479,94595599992299,True,True
4808,Jessica Jones,51,ALVARÃES,AM,61615894195,04335141238104,True,True
4809,Tamara Stewart,89,SERRA DO NAVIO,AP,51858491428,52491327381747,True,True
4810,Jennifer Romero,82,ABAÍRA,BA,66622256063,14997171221237,True,True
4811,Tina Collier,76,ABAIARA,CE,21957824638,24850459060552,True,True
4812,Angela Manning,61,BRASÍLIA,DF,73030380009,50078742835528,True,True
4813,Stacy Larson,62,AFONSO CLÁUDIO,ES,78532208711,23956086561152,True,True
4814,Sarah Camacho,59,ABADIA DE GOIÁS,GO,81041202989,84274716911447,True,True
4815,Sheri Romero,55,AÇAILÂNDIA,MA,05989652380,44292524464590,True,True
4816,Michelle Walker,59,ABADIA DOS DOURADOS,MG,31125821361,11872330189962,True,True
4817,Sheryl Brewer,70,ÁGUA CLARA,MS,10731636104,34959698965399,True,True
4818,Lisa Mendez,31,ACORIZAL,MT,23871928500,97421867400681,True,True
4819,Priscilla Gross,29,ABAETETUBA,PA,57868374756,87145824080220,True,True
4820,Rachel Mcconnell,80,ÁGUA BRANCA,PB,20837593468,71776730375104,True,True
4821,Melissa Welch,41,ABREU E LIMA,PE,16246503411,33219590367661,True,True
4822,Taylor Newton,34,ACAUÃ,PI,68377311062,08753373656555,True,True
4823,Allison Gibson,53,ABATIÁ,PR,22615183907,29925421718480,True,True
4824,Traci Jackson,43,ANGRA DOS REIS,RJ,58734046909,20726843241460,True,True
4825,Regina Robinson,72,ACARI,RN,43662448530,24323186757009,True,True
4826,Kathleen Wilson,32,ALTA FLORESTA D'OESTE,RO,33162403650,89096652377017,True,True
4827,Stephanie Faulkner,83,AMAJARI,RR,05534428643,44291427895720,True,True
4828,Amber Snyder,50,ACEGUÁ,RS,51163505331,10620668664514,True,True
4829,Nicole Long,21,ABDON BATISTA,SC,10917653670,30204776400109,True,True
4830,Sandra Williams,66,AMPARO DE SÃO FRANCISCO,SE,24981538880,82046403889800,True,True
4831,Tiffany Braun,82,ADAMANTINA,SP,57696949551,93955661836110,True,True
4832,Anna Simmons,31,ABREULÂNDIA,TO,50160704073,87904456536838,True,True
4833,Deborah Spencer,88,ACRELÂNDIA,AC,79561564599,11436010248052,True,True
4834,Rachael Yoder,53,ÁGUA BRANCA,AL,77974424443,92739554049211,True,True
4835,Samantha Andrews,47,ALVARÃES,AM,10959995242,28975315065623,True,True
4836,Kimberly Marsh,90,SERRA DO NAVIO,AP,89590093698,91982088900485,True,True
4837,Cynthia Olsen,50,ABAÍRA,BA,41586807439,68861374558705,True,True
4838,Kristin Shannon,70,ABAIARA,CE,06754528800,54148984147107,True,True
4839,Karen Hanson,90,BRASÍLIA,DF,60105150762,00014021647313,True,True
4840,Dana Hall,76,AFONSO CLÁUDIO,ES,68263084016,33460785906672,True,True
4841,Carrie Morales,33,ABADIA DE GOIÁS,GO,31295636956,48349046371552,True,True
4842,Monica Howard,68,AÇAILÂNDIA,MA,99676402435,18989479393157,True,True
4843,Amanda Gardner,69,ABADIA DOS DOURADOS,MG,30438866908,26087902130495,True,True
4844,Catherine Garcia,67,ÁGUA CLARA,MS,75174681385,51326971712906,True,True
4845,Kimberly Ayers,67,ACORIZAL,MT,42161169220,26751179523121,True,True
4846,Hannah Chase,60,ABAETETUBA,PA,22926980132,13440525270227,True,True
4847,Tracy Kramer,51,ÁGUA BRANCA,PB,65309815198,01257696057125,True,True
4848,Dorothy Buckley,39,ABREU E LIMA,PE,01395253277,39929967124245,True,True
4849,Stephanie Eaton,22,ACAUÃ,PI,99026824645,25068020397920,True,True
4850,Jacqueline Jennings,28,ABATIÁ,PR,65915500110,52236397863664,True,True
4851,Sandra Reyes,71,ANGRA DOS REIS,RJ,55765892035,59428054521847,True,True
4852,Summer Harding,58,ACARI,RN,50298673096,29374029544484,True,True
4853,Christine Wright,41,ALTA FLORESTA D'OESTE,RO,90406033080,49542297973163,True,True
4854,Andrea Hill,74,AMAJARI,RR,47105265400,39142038991840,True,True
4855,Mary Lewis,43,ACEGUÁ,RS,51718738102,88975539544557,True,True
4856,Angela Brady,85,ABDON BATISTA,SC,97103547017,99397867723205,True,True
4857,Jody Adams,84,AMPARO DE SÃO FRANCISCO,SE,11168273285,42555754435391,True,True
4858,Brandy Nguyen,45,ADAMANTINA,SP,95890694286,63037451712709,True,True
4859,Tracie Willis,33,ABREULÂNDIA,TO,58885418775,63663622543830,True,True
4860,Susan Lopez,77,ACRELÂNDIA,AC,99219298449,29235140333103,True,True
4861,Mercedes Williams,35,ÁGUA BRANCA,AL,00555673987,10708667141698,True,True
4862,Susan Smith,53,ALVARÃES,AM,92774723329,69664244512400,True,True
4863,Gabrielle Fisher,69,SERRA DO NAVIO,AP,35203205094,25734922409043,True,True
4864,Susan Watkins,52,ABAÍRA,BA,71847594271,67354020750300,True,True
4865,Mia Bryant,22,ABAIARA,CE,79937365104,27736887380290,True,True
4866,Stacy Martin,82,BRASÍLIA,DF,95594356630,58142741607202,True,True
4867,Christine Nelson,32,AFONSO CLÁUDIO,ES,47888953158,36411110005233,True,True
4868,Elizabeth Garcia,80,ABADIA DE GOIÁS,GO,01895119235,35134110155914,True,True
4869,Kimberly Blair,72,AÇAILÂNDIA,MA,55376912728,73494136375229,True,True
4870,Andrea Oconnell,47,ABADIA DOS DOURADOS,MG,87883967541,45678386662266,True,True
4871,Nina Higgins,50,ÁGUA CLARA,MS,10435861484,51718791371293,True,True
4872,Rita Williams,79,ACORIZAL,MT,36250761101,16268949865353,True,True
4873,Taylor Lane,65,ABAETETUBA,PA,86619299466,15443306667887,True,True
4874,Angela Alexander,46,ÁGUA BRANCA,PB,94687524370,46317316676386,True,True
4875,Rebecca Garcia,82,ABREU E LIMA,PE,87693350365,80490439789122,True,True
4876,Lisa Henderson,25,ACAUÃ,PI,18767501621,74506371922490,True,True
4877,Jordan Rodriguez,50,ABATIÁ,PR,31430650796,86030944880763,True,True
4878,Sharon Newton,56,ANGRA DOS REIS,RJ,25191129130,92379424624767,True,True
4879,Julia Castaneda,20,ACARI,RN,77290970950,80385249787606,True,True
4880,Susan Mitchell,50,ALTA FLORESTA D'OESTE,RO,32851949608,03566044801859,True,True
4881,Brandy Fisher,27,AMAJARI,RR,55704033458,24234325569027,True,True
4882,Alexandria Le,58,ACEGUÁ,RS,43335465750,14058427795506,True,True
4883,Rachel Rodgers,74,ABDON BATISTA,SC,73058587066,80195570196859,True,True
4884,Jillian Garza,18,AMPARO DE SÃO FRANCISCO,SE,68989682622,50174775833285,True,True
4885,Sandra Moore,65,ADAMANTINA,SP,06159565486,50673816581700,True,True
4886,Dawn Klein,61,ABREULÂNDIA,TO,29176049647,50414903000944,True,True
4887,Katherine Livingston,75,ACRELÂNDIA,AC,29100717665,57301426798560,True,True
4888,Lori Nguyen,32,ÁGUA BRANCA,AL,67597151608,06487977773969,True,True
4889,Lydia Mason,52,ALVARÃES,AM,36402130761,46442670030823,True,True
4890,Jessica Richardson,52,SERRA DO NAVIO,AP,94644236845,15074885224685,True,True
4891,Gina Avila,57,ABAÍRA,BA,46360986418,06830307990082,True,True
4892,Jennifer Adams,19,ABAIARA,CE,86404595842,03281230657546,True,True
4893,April Thompson,26,BRASÍLIA,DF,41951568826,18801537566969,True,True
4894,Katherine Dillon,75,AFONSO CLÁUDIO,ES,35906485465,54977355005719,True,True
4895,Cynthia Cummings,58,ABADIA DE GOIÁS,GO,92681010764,75211673071615,True,True
4896,Stephanie Morrison,40,AÇAILÂNDIA,MA,29436090560,82701425269809,True,True
4897,Hannah Martinez,55,ABADIA DOS DOURADOS,MG,83207020623,24387738122900,True,True
4898,Jamie Carter,38,ÁGUA CLARA,MS,92378252501,58422587408025,True,True
4899,Jacqueline Johnson,70,ACORIZAL,MT,85162138894,01705251123562,True,True
4900,Ashley Lowe,88,ABAETETUBA,PA,15200019400,08672661370690,True,True
4901,Marie Zamora,36,ÁGUA BRANCA,PB,74277874983,98079246033028,True,True
4902,Natalie Lopez,50,ABREU E LIMA,PE,17394998835,90834748209065,True,True
4903,Sarah Wolfe,55,ACAUÃ,PI,28051332423,50714352235222,True,True
4904,Denise Hardy,47,ABATIÁ,PR,08523703934,21137874333997,True,True
4905,Ariel Ruiz,44,ANGRA DOS REIS,RJ,22165139384,64222743032716,True,True
4906,Lisa Vazquez,30,ACARI,RN,12546499807,98406279125584,True,True
4907,Brittany Diaz,80,ALTA FLORESTA D'OESTE,RO,01596009870,21854569171240,True,True
4908,Beth Marshall,22,AMAJARI,RR,18390563711,24673255703001,True,True
4909,Heather Reed,18,ACEGUÁ,RS,50062439022,81296065123203,True,True
4910,Sara Jackson,48,ABDON BATISTA,SC,94541022818,20305826452239,True,True
4911,Kelly Vance,45,AMPARO DE SÃO FRANCISCO,SE,21626473544,77459992277022,True,True
4912,Casey Williams,30,ADAMANTINA,SP,86452609130,08350429795806,True,True
4913,Tammy Garza,49,ABREULÂNDIA,TO,09190003470,35622976274124,True,True
4914,Beth Hoffman,57,ACRELÂNDIA,AC,51133239773,79153634046126,True,True
4915,Tracy Hall,29,ÁGUA BRANCA,AL,36998814828,15838575115807,True,True
4916,Joanne Armstrong,60,ALVARÃES,AM,06226973404,63656204229941,True,True
4917,Anne Wilkerson,48,SERRA DO NAVIO,AP,03735786286,21804150506803,True,True
4918,Charlene Rose,73,ABAÍRA,BA,55052785747,97564238370191,True,True
4919,Frances Mann,75,ABAIARA,CE,97362986475,17272445818371,True,True
4920,Mary Wilson,73,BRASÍLIA,DF,81656236133,62524402392474,True,True
4921,Emily Carlson,54,AFONSO CLÁUDIO,ES,06741806580,17318750359816,True,True
4922,Stephanie Anderson,55,ABADIA DE GOIÁS,GO,42783717999,29785844798020,True,True
4923,Wendy Mason,28,AÇAILÂNDIA,MA,41724313134,73635848951300,True,True
4924,Laura Massey,18,ABADIA DOS DOURADOS,MG,47823846888,14945378159953,True,True
4925,Jennifer Miller,52,ÁGUA CLARA,MS,47499736610,02607436391348,True,True
4926,Shannon Ross,90,ACORIZAL,MT,59900199553,79084105537103,True,True
4927,Susan Holt,75,ABAETETUBA,PA,53186161436,33740592837509,True,True
4928,Valerie Mitchell,45,ÁGUA BRANCA,PB,80804547602,89529706861570,True,True
4929,Latoya Church,82,ABREU E LIMA,PE,36893991738,52924124873837,True,True
4930,Betty Morgan,71,ACAUÃ,PI,10264434072,93844920957005,True,True
4931,Terri Smith,38,ABATIÁ,PR,69336783424,41821943116705,True,True
4932,Miranda Montgomery,63,ANGRA DOS REIS,RJ,72163748197,96384761346469,True,True
4933,Crystal Harmon,48,ACARI,RN,07855706755,97427182081792,True,True
4934,Victoria Martinez,31,ALTA FLORESTA D'OESTE,RO,74339223778,61594729505599,True,True
4935,Michelle Cordova,88,AMAJARI,RR,23108684264,65262145680220,True,True
4936,Cindy Smith,65,ACEGUÁ,RS,33868840087,40092891913904,True,True
4937,Victoria Schmitt,65,ABDON BATISTA,SC,52790602085,24399572132572,True,True
4938,April Lee,71,AMPARO DE SÃO FRANCISCO,SE,75410662300,99922676139440,True,True
4939,Marissa Underwood,69,ADAMANTINA,SP,80762626402,63797929872569,True,True
4940,Sharon Martin,85,ABREULÂNDIA,TO,54898893147,93562670462046,True,True
4941,Elizabeth Jimenez,80,ACRELÂNDIA,AC,47499492567,99991596851473,True,True
4942,Jessica Navarro,66,ÁGUA BRANCA,AL,14455796932,89516129762923,True,True
4943,Kayla Lopez,39,ALVARÃES,AM,93454833302,49420540295911,True,True
4944,Karen Collins,51,SERRA DO NAVIO,AP,75618782650,47325739479157,True,True
4945,Tammy Jones,63,ABAÍRA,BA,55778459394,31240858053439,True,True
4946,Nancy Russell,46,ABAIARA,CE,49997627067,01811435339941,True,True
4947,Brandi Clark,71,BRASÍLIA,DF,47461391135,86520485877827,True,True
4948,Renee Mendez,71,AFONSO CLÁUDIO,ES,93531383531,52695578928378,True,True
4949,Tiffany Chavez,83,ABADIA DE GOIÁS,GO,87159540999,17258263373719,True,True
4950,Nicole Wright,34,AÇAILÂNDIA,MA,67209386491,62799118605684,True,True
4951,Megan Hutchinson,58,ABADIA DOS DOURADOS,MG,33050629835,09496470521057,True,True
4952,Alison Simpson,20,ÁGUA CLARA,MS,91439246386,18693877027613,True,True
4953,Beth Carson,35,ACORIZAL,MT,93207631193,52552276448489,True,True
4954,Rachel Porter,49,ABAETETUBA,PA,10856747386,05231291784470,True,True
4955,Wendy Ortega,37,ÁGUA BRANCA,PB,92649161990,28751038894035,True,True
4956,Melissa Lynn,34,ABREU E LIMA,PE,61236703600,62801631091880,True,True
4957,April Richardson,73,ACAUÃ,PI,22085603106,97018044880121,True,True
4958,Amanda Wilcox,52,ABATIÁ,PR,70249309858,12232594628934,True,True
4959,Jenna Ortega,47,ANGRA DOS REIS,RJ,54166680595,14861900787995,True,True
4960,Chelsea Jackson,41,ACARI,RN,40883493004,74440321836616,True,True
4961,Laura Malone,40,ALTA FLORESTA D'OESTE,RO,92989988998,01412337568027,True,True
4962,Angela Underwood,77,AMAJARI,RR,18985948725,39553307096675,True,True
4963,Alexandra Williams,58,ACEGUÁ,RS,57705693364,94802337205213,True,True
4964,Anne Edwards,33,ABDON BATISTA,SC,47736446806,66837171920449,True,True
4965,Kristin Taylor,60,AMPARO DE SÃO FRANCISCO,SE,07204393104,74411090267146,True,True
4966,Brooke Pratt,65,ADAMANTINA,SP,90712967176,24834353207094,True,True
4967,Sonya Lynch,21,ABREULÂNDIA,TO,76679987601,05812969049198,True,True
4968,Jessica Garcia,26,ACRELÂNDIA,AC,19986979080,69716438988822,True,True
4969,Tammy Garrett,30,ÁGUA BRANCA,AL,68549247669,84283056879125,True,True
4970,Claire Carroll,39,ALVARÃES,AM,93860381296,03568815108602,True,True
4971,Jennifer Lopez,64,SERRA DO NAVIO,AP,09099405090,99695257176459,True,True
4972,Marie Walls,82,ABAÍRA,BA,53224499141,79933338970783,True,True
4973,Christina Baker,65,ABAIARA,CE,39390342236,65027394665518,True,True
4974,Theresa Murray,63,BRASÍLIA,DF,74043297017,82947988348161,True,True
4975,Leah Martin,86,AFONSO CLÁUDIO,ES,47904794128,90617628308683,True,True
4976,Marilyn Webb,83,ABADIA DE GOIÁS,GO,54458648802,76107335676349,True,True
4977,Rachel Kaufman,29,AÇAILÂNDIA,MA,89377772907,13357161650124,True,True
4978,Tracy Conrad,50,ABADIA DOS DOURADOS,MG,94887824203,48485455827229,True,True
4979,Crystal Silva,38,ÁGUA CLARA,MS,04409022237,81617179479908,True,True
4980,Erin Alvarez,60,ACORIZAL,MT,08565933113,79271647896586,True,True
4981,Rachael Beck,90,ABAETETUBA,PA,08593694470,13543185376840,True,True
4982,Danielle Vance,55,ÁGUA BRANCA,PB,01093690259,66232435303156,True,True
4983,Monica Ramsey,57,ABREU E LIMA,PE,03182566903,03471788799704,True,True
4984,Michelle Cantu,33,ACAUÃ,PI,77136804701,33436480420994,True,True
4985,Sara Serrano,90,ABATIÁ,PR,31467101613,88764761823060,True,True
4986,Heather Harper,60,ANGRA DOS REIS,RJ,68779003400,79549726442408,True,True
4987,Janet Morris,36,ACARI,RN,57467759673,07810413692635,True,True
4988,Lauren Ruiz,59,ALTA FLORESTA D'OESTE,RO,30193794403,22253502893277,True,True
4989,Courtney Rodriguez,67,AMAJARI,RR,29875366234,07534450985177,True,True
4990,Jenna Freeman,67,ACEGUÁ,RS,08517653009,07311205304004,True,True
4991,Belinda Alvarado,65,ABDON BATISTA,SC,31956883282,35741647066842,True,True
4992,Kristi Gray,84,AMPARO DE SÃO FRANCISCO,SE,27571934737,00148140855980,True,True
4993,Angela Miller,59,ADAMANTINA,SP,59961046102,54738372383137,True,True
4994,Tammy Brooks,29,ABREULÂNDIA,TO,74909093338,91995490369839,True,True
4995,Michelle Wilson,77,ACRELÂNDIA,AC,05298433235,05289371742724,True,True
4996,Emily Shah,42,ÁGUA BRANCA,AL,17692421471,66013729254714,True,True
4997,Kelly Short,27,ALVARÃES,AM,52281481832,03916787481122,True,True
4998,Kathleen Butler,73,SERRA DO NAVIO,AP,35669013000,03651443144051,True,True
4999,Tracy Drake,29,ABAÍRA,BA,30450632334,10425838862069,True,True
5000,Laura Savage,76,ABAIARA,CE,58529328922,36255200220680,True,True
5001,Taylor Hernandez,36,BRASÍLIA,DF,92609564201,32831264907340,True,True
5002,Luis Huerta,33,AFONSO CLÁUDIO,ES,65342771315,56050772096360,True,True
5003,Ashley Ball,73,ABADIA DE GOIÁS,GO,68149159959,62039930639263,True,True
5004,Laura Hoffman,66,AÇAILÂNDIA,MA,31576862321,37454335620732,True,True
5005,Samuel Vasquez,21,ABADIA DOS DOURADOS,MG,87038421000,98444047649692,True,True
5006,Cynthia Valdez,73,ÁGUA CLARA,MS,24691558004,41806854122846,True,True
5007,John Whitaker,41,ACORIZAL,MT,77362809166,73398845025811,True,True
5008,Matthew Nixon,38,ABAETETUBA,PA,01131830113,81268332839137,True,True
5009,Madison Erickson,33,ÁGUA BRANCA,PB,10571146503,47214999579532,True,True
5010,Monique Kelly,31,ABREU E LIMA,PE,50007029721,65303584974904,True,True
5011,Jessica Ross,73,ACAUÃ,PI,69898179686,05067007240960,True,True
5012,Sonya Pacheco,26,ABATIÁ,PR,97041096955,49085337985444,True,True
5013,Linda Shaw,63,ANGRA DOS REIS,RJ,17216190548,11598077670879,True,True
5014,Brian Hawkins,51,ACARI,RN,09580811741,43881630078230,True,True
5015,Craig Graves,56,ALTA FLORESTA D'OESTE,RO,53493757417,73026671564732,True,True
5016,Michael Reed,87,AMAJARI,RR,06529351680,89938730250253,True,True
5017,Jacqueline Knight,48,ACEGUÁ,RS,96018960826,65013259439424,True,True
5018,Charlene Smith,60,ABDON BATISTA,SC,36514386199,95820319527933,True,True
5019,John Simon,63,AMPARO DE SÃO FRANCISCO,SE,27161881498,81803894906698,True,True
5020,Nathan Smith,76,ADAMANTINA,SP,07476182081,27566106844352,True,True
5021,Christopher Sullivan,47,ABREULÂNDIA,TO,47584610404,24258780806536,True,True
5022,Brent Wilson,81,ACRELÂNDIA,AC,80948489286,31006198228838,True,True
5023,Ryan Holmes,55,ÁGUA BRANCA,AL,26860474700,35442285519435,True,True
5024,Hannah Arnold,67,ALVARÃES,AM,74820768085,34155926375228,True,True
5025,William Fry,66,SERRA DO NAVIO,AP,52864069555,44867996482930,True,True
5026,Mary Johnson,72,ABAÍRA,BA,49272898501,00479617219087,True,True
5027,Alexis Michael,28,ABAIARA,CE,30733662960,85565276671970,True,True
5028,Frank Powers,19,BRASÍLIA,DF,26245421837,20635805088296,True,True
5029,Matthew Lara,46,AFONSO CLÁUDIO,ES,19236318967,43194692010393,True,True
5030,John Peters,30,ABADIA DE GOIÁS,GO,25861558078,91352726640474,True,True
5031,John Gonzalez,71,AÇAILÂNDIA,MA,25313891723,65710241013824,True,True
5032,Nancy Vance,84,ABADIA DOS DOURADOS,MG,94436049574,70312911045826,True,True
5033,Jason Stanley,76,ÁGUA CLARA,MS,59816830310,51425996356486,True,True
5034,Dale Clark,41,ACORIZAL,MT,66834874569,29296664510596,True,True
